family,field,live_type,live_ignore_above,expected_via,expected_type,classification,emit_sites,dashboard_refs
logs,dormant_relationships_by_type.OPERATED_BY,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),,
logs,dry_run,boolean,,es-default,boolean,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/tools/linear.py:90 | src/personal_agent/tools/linear.py:491 | src/personal_agent/tools/linear.py:541 | src/personal_agent/ui/memory_cli.py:347 | src/personal_agent/memory/freshness_backfill.py:54 | src/personal_agent/tools/linear.py:53,
logs,dspy_available,boolean,,es-default,boolean,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/captains_log/AGENTS.md:308 | src/personal_agent/captains_log/reflection.py:390,
logs,dump,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),,
logs,duplicate_rate,float,,es-default,float,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/second_brain/quality_monitor.py:224 | src/personal_agent/second_brain/quality_monitor.py:232,
logs,duration_ms,float,,explicit,float,✅ aligned (explicit),src/personal_agent/ui/cli.py:217 | src/personal_agent/ui/cli.py:223 | src/personal_agent/second_brain/consolidator.py:516 | src/personal_agent/second_brain/consolidator.py:575 | src/personal_agent/service/app.py:1703 | src/personal_agent/telemetry/request_timer.py:204,expansion_decomposition.ndjson:Sub-agent duration distribution | request_latency.ndjson:Avg duration by phase | request_timing.ndjson:Avg Duration by Phase | request_timing.ndjson:Request Phase Details | request_traces.ndjson:Phase Averages | request_traces.ndjson:Single Trace Waterfall | request_traces.ndjson:Trace Detail Table
logs,duration_seconds,float,,es-default,float,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/orchestrator/executor.py:1422 | src/personal_agent/orchestrator/executor.py:1455 | src/personal_agent/orchestrator/executor.py:1456 | src/personal_agent/orchestrator/executor.py:1573 | src/personal_agent/brainstem/sensors/AGENTS.md:89 | src/personal_agent/brainstem/sensors/request_monitor.py:114,
logs,effective_max_tokens,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/request_gateway/budget.py:182 | src/personal_agent/request_gateway/budget.py:275,
logs,elapsed_ms,float,,es-default,float,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/captains_log/recall.py:254 | src/personal_agent/captains_log/backfill.py:321,
logs,elapsed_s,float,,es-default,float,⚠️ emitted-but-unmapped (dynamic),,
logs,element_id,keyword,,dynamic:ids_keyword,keyword,✅ aligned (dynamic-rule),src/personal_agent/memory/service.py:1304 | src/personal_agent/memory/service.py:1311,
logs,email,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/service/cf_access_jwt.py:118 | src/personal_agent/service/cf_access_jwt.py:124 | src/personal_agent/service/auth.py:81 | src/personal_agent/service/auth.py:134 | src/personal_agent/service/auth.py:169 | src/personal_agent/service/ws_ticket.py:58,
logs,empty_description_entity_count,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/second_brain/quality_monitor.py:323 | src/personal_agent/second_brain/quality_monitor.py:332,
logs,enabled,boolean,,es-default,boolean,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/memory/service.py:1047 | src/personal_agent/events/pipeline_handlers.py:670 | src/personal_agent/events/models.py:909 | src/personal_agent/service/app.py:847 | src/personal_agent/service/app.py:888 | src/personal_agent/service/app.py:925,
logs,endpoint,keyword,,explicit,keyword,✅ aligned (explicit),src/personal_agent/telemetry/events.py:58 | src/personal_agent/llm_client/telemetry.py:86 | src/personal_agent/llm_client/telemetry.py:135 | src/personal_agent/memory/embeddings.py:81 | src/personal_agent/memory/embeddings.py:119 | src/personal_agent/gateway/chat_api.py:319,
logs,engines,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/tools/web.py:95 | src/personal_agent/tools/web.py:213 | src/personal_agent/tools/web.py:64 | src/personal_agent/tools/web.py:201,
logs,entities,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/ui/memory_cli.py:131 | src/personal_agent/ui/memory_cli.py:157 | src/personal_agent/ui/memory_cli.py:163 | src/personal_agent/second_brain/entity_extraction.py:98 | src/personal_agent/second_brain/entity_extraction.py:341 | src/personal_agent/second_brain/entity_extraction.py:343,
logs,entities_cold,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/insights/engine.py:962 | src/personal_agent/brainstem/jobs/freshness_review.py:284 | src/personal_agent/brainstem/jobs/freshness_review.py:362 | src/personal_agent/brainstem/jobs/freshness_review.py:373 | src/personal_agent/brainstem/jobs/freshness_review.py:405,
logs,entities_cooling,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/insights/engine.py:961 | src/personal_agent/brainstem/jobs/freshness_review.py:283 | src/personal_agent/brainstem/jobs/freshness_review.py:363 | src/personal_agent/brainstem/jobs/freshness_review.py:372 | src/personal_agent/brainstem/jobs/freshness_review.py:404,
logs,entities_created,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/second_brain/consolidator.py:109 | src/personal_agent/second_brain/consolidator.py:171 | src/personal_agent/second_brain/consolidator.py:178 | src/personal_agent/second_brain/consolidator.py:216 | src/personal_agent/second_brain/consolidator.py:458 | src/personal_agent/second_brain/consolidator.py:528,
logs,entities_deduplicated,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/events/consumers/freshness_consumer.py:269,
logs,entities_dormant,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/insights/engine.py:963 | src/personal_agent/events/pipeline_handlers.py:832 | src/personal_agent/events/pipeline_handlers.py:896 | src/personal_agent/brainstem/jobs/freshness_review.py:285 | src/personal_agent/brainstem/jobs/freshness_review.py:361 | src/personal_agent/brainstem/jobs/freshness_review.py:374,
logs,entities_found,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/tools/memory_search.py:173 | src/personal_agent/second_brain/entity_extraction.py:350 | src/personal_agent/orchestrator/executor.py:1672 | src/personal_agent/orchestrator/executor.py:1894 | src/personal_agent/orchestrator/executor.py:1906 | src/personal_agent/orchestrator/executor.py:1973,
logs,entities_promoted,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/second_brain/consolidator.py:218 | src/personal_agent/brainstem/scheduler.py:417,
logs,entities_updated_in_neo4j,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/events/consumers/freshness_consumer.py:270,
logs,entities_warm,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/insights/engine.py:960 | src/personal_agent/brainstem/jobs/freshness_review.py:282 | src/personal_agent/brainstem/jobs/freshness_review.py:371 | src/personal_agent/brainstem/jobs/freshness_review.py:403,
logs,entity_count,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/second_brain/quality_monitor.py:223 | src/personal_agent/second_brain/quality_monitor.py:323 | src/personal_agent/second_brain/quality_monitor.py:332 | src/personal_agent/second_brain/consolidator.py:263 | src/personal_agent/memory/protocol_adapter.py:135 | src/personal_agent/events/consumers/freshness_consumer.py:230,
logs,entity_extraction_role,keyword,,dynamic:enums_keyword,keyword,✅ aligned (dynamic-rule),src/personal_agent/llm_client/models.py:283 | src/personal_agent/cost_gate/__init__.py:18 | src/personal_agent/cost_gate/__init__.py:102 | src/personal_agent/second_brain/entity_extraction.py:209 | src/personal_agent/second_brain/entity_extraction.py:246,
logs,entity_filter_count,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/memory/service.py:1865,
logs,entity_hint_count,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/captains_log/recall.py:248,
logs,entity_id,keyword,,dynamic:ids_keyword,keyword,✅ aligned (dynamic-rule),src/personal_agent/events/consumers/freshness_consumer.py:196 | src/personal_agent/mcp/server/tools.py:72 | src/personal_agent/mcp/server/tools.py:77 | src/personal_agent/mcp/server/server.py:168 | src/personal_agent/request_gateway/budget.py:95 | src/personal_agent/memory/service.py:717,
logs,entity_name,keyword,,explicit,keyword,✅ aligned (explicit),src/personal_agent/memory/protocol_adapter.py:216 | src/personal_agent/memory/protocol_adapter.py:224 | src/personal_agent/memory/service.py:2342 | src/personal_agent/memory/service.py:2369 | src/personal_agent/memory/service.py:2376 | src/personal_agent/memory/service.py:2385,
logs,entity_names,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/second_brain/entity_extraction.py:360 | src/personal_agent/second_brain/entity_extraction.py:407 | src/personal_agent/second_brain/consolidator.py:572 | src/personal_agent/memory/service.py:1492 | src/personal_agent/tools/memory_search.py:52 | src/personal_agent/ui/memory_cli.py:81,
logs,entity_tier_delta,,,es-default,text+keyword(default),ℹ️ container/structural,src/personal_agent/brainstem/jobs/freshness_review.py:298,
logs,entity_tier_delta.cold,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/second_brain/quality_monitor.py:117 | src/personal_agent/second_brain/quality_monitor.py:146 | src/personal_agent/second_brain/quality_monitor.py:151 | src/personal_agent/memory/freshness.py:51 | src/personal_agent/memory/freshness_aggregate.py:64 | src/personal_agent/memory/freshness_aggregate.py:74,
logs,entity_tier_delta.cooling,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/second_brain/quality_monitor.py:118 | src/personal_agent/second_brain/quality_monitor.py:146 | src/personal_agent/second_brain/quality_monitor.py:153 | src/personal_agent/events/models.py:803 | src/personal_agent/memory/freshness.py:47 | src/personal_agent/memory/freshness_aggregate.py:63,
logs,entity_tier_delta.dormant,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/second_brain/quality_monitor.py:117 | src/personal_agent/second_brain/quality_monitor.py:146 | src/personal_agent/second_brain/quality_monitor.py:149 | src/personal_agent/events/models.py:803 | src/personal_agent/insights/engine.py:994 | src/personal_agent/config/settings.py:1824,
logs,entity_tier_delta.warm,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/second_brain/quality_monitor.py:118 | src/personal_agent/second_brain/quality_monitor.py:146 | src/personal_agent/second_brain/quality_monitor.py:154 | src/personal_agent/events/models.py:803 | src/personal_agent/config/settings.py:1821 | src/personal_agent/memory/freshness.py:44,
logs,entity_total,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/memory/freshness_aggregate.py:233,
logs,entity_type,keyword,,explicit,keyword,✅ aligned (explicit),src/personal_agent/mcp/server/tools.py:93 | src/personal_agent/mcp/server/tools.py:102 | src/personal_agent/mcp/server/server.py:190 | src/personal_agent/gateway/client.py:156 | src/personal_agent/memory/protocol_adapter.py:87 | src/personal_agent/memory/proactive.py:120,
logs,entity_type_filter_count,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/memory/service.py:1866,
logs,entity_type_hints,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/orchestrator/executor.py:1671 | src/personal_agent/orchestrator/executor.py:1893 | src/personal_agent/orchestrator/executor.py:1905 | src/personal_agent/orchestrator/executor.py:1972,
logs,entity_types,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/memory/service.py:1494 | src/personal_agent/tools/memory_search.py:40 | src/personal_agent/ui/memory_cli.py:82 | src/personal_agent/ui/memory_cli.py:153 | src/personal_agent/tools/memory_search.py:124 | src/personal_agent/tools/memory_search.py:152,
logs,entry,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/security.py:130 | src/personal_agent/security.py:173 | src/personal_agent/security.py:179 | src/personal_agent/security.py:180 | src/personal_agent/service/app.py:1491 | src/personal_agent/gateway/auth.py:119,
logs,entry_id,keyword,,dynamic:ids_keyword,keyword,✅ aligned (dynamic-rule),src/personal_agent/captains_log/recall.py:253 | src/personal_agent/captains_log/promotion.py:321 | src/personal_agent/captains_log/promotion.py:328 | src/personal_agent/captains_log/promotion.py:380 | src/personal_agent/captains_log/AGENTS.md:393 | src/personal_agent/captains_log/manager.py:408,
logs,entry_type,keyword,,dynamic:enums_keyword,keyword,✅ aligned (dynamic-rule),src/personal_agent/captains_log/manager.py:236 | src/personal_agent/captains_log/manager.py:329 | src/personal_agent/captains_log/reflection_dspy.py:525,
logs,envelope_failures,keyword,,explicit,keyword,✅ aligned (explicit),src/personal_agent/observability/artifact_envelope/probe.py:130,
logs,envelope_ok,boolean,,explicit,boolean,✅ aligned (explicit),src/personal_agent/observability/artifact_envelope/probe.py:125 | src/personal_agent/observability/artifact_envelope/verifier.py:245,
logs,error,text,,explicit,text,✅ aligned (explicit),src/personal_agent/events/redis_backend.py:211 | src/personal_agent/service/app.py:1121 | src/personal_agent/mcp/types.py:138 | src/personal_agent/llm_client/types.py:98 | src/personal_agent/captains_log/reflection.py:99 | src/personal_agent/captains_log/reflection.py:122,
logs,error_category,keyword,1024,es-default,text+keyword(default),⚠️ TRAP keyword ignore_above:1024 (long-text drop),src/personal_agent/orchestrator/executor.py:2950 | src/personal_agent/orchestrator/executor.py:3525 | src/personal_agent/orchestrator/executor.py:3597 | src/personal_agent/orchestrator/executor.py:2968 | src/personal_agent/orchestrator/executor.py:3418 | src/personal_agent/orchestrator/executor.py:3513,
logs,error_class,keyword,1024,es-default,text+keyword(default),⚠️ TRAP keyword ignore_above:1024 (long-text drop),src/personal_agent/observability/route_trace/ledger.py:366 | src/personal_agent/service/artifacts_router.py:183 | src/personal_agent/observability/route_trace/assembler.py:278 | src/personal_agent/config/model_loader.py:38 | src/personal_agent/config/governance_loader.py:91 | src/personal_agent/config/governance_loader.py:92,
logs,error_id,keyword,,dynamic:ids_keyword,keyword,✅ aligned (dynamic-rule),src/personal_agent/service/app.py:299 | src/personal_agent/service/app.py:349 | src/personal_agent/service/app.py:1677,
logs,error_message,text,,dynamic:free_text,text,✅ aligned (dynamic-rule),src/personal_agent/captains_log/AGENTS.md:299 | src/personal_agent/captains_log/reflection.py:128 | src/personal_agent/captains_log/reflection.py:312 | src/personal_agent/captains_log/reflection.py:136 | src/personal_agent/captains_log/reflection.py:380 | src/personal_agent/captains_log/reflection.py:516,
logs,error_type,keyword,,dynamic:enums_keyword,keyword,✅ aligned (dynamic-rule),src/personal_agent/telemetry/error_monitor.py:169 | src/personal_agent/orchestrator/executor.py:2949 | src/personal_agent/orchestrator/executor.py:3524 | src/personal_agent/orchestrator/executor.py:3596 | src/personal_agent/observability/route_trace/ledger.py:365 | src/personal_agent/captains_log/AGENTS.md:298,
logs,errors,integer,,explicit,integer,✅ aligned (explicit),src/personal_agent/orchestrator/tool_result_digest.py:239 | src/personal_agent/captains_log/linear_client.py:206 | src/personal_agent/tools/linear.py:236 | src/personal_agent/tools/artifact_tools.py:689 | src/personal_agent/tools/artifact_tools.py:1176 | src/personal_agent/captains_log/reflection.py:329,
logs,errors_count,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/telemetry/lifecycle_manager.py:279 | src/personal_agent/telemetry/lifecycle_manager.py:347 | src/personal_agent/telemetry/lifecycle_manager.py:432,
logs,es_emit_interval_seconds,float,,es-default,float,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/service/app.py:565 | src/personal_agent/brainstem/__init__.py:84 | src/personal_agent/brainstem/sensors/metrics_daemon.py:85,
logs,estimated_tokens,integer,,explicit,integer,✅ aligned (explicit),src/personal_agent/orchestrator/executor.py:1843 | src/personal_agent/orchestrator/executor.py:1853 | src/personal_agent/orchestrator/compression_manager.py:110 | src/personal_agent/request_gateway/context.py:346,
logs,eval_interval_seconds,float,,es-default,float,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/brainstem/consumers/mode_controller.py:148,
logs,event,keyword,,explicit,keyword,✅ aligned (explicit),src/personal_agent/ui/cli.py:85 | src/personal_agent/ui/cli.py:92 | src/personal_agent/ui/cli.py:154 | src/personal_agent/ui/cli.py:160 | src/personal_agent/telemetry/metrics.py:243 | src/personal_agent/telemetry/metrics.py:265,
logs,event_id,keyword,,dynamic:ids_keyword,keyword,✅ aligned (dynamic-rule),src/personal_agent/second_brain/consolidator.py:244 | src/personal_agent/second_brain/consolidator.py:271 | src/personal_agent/events/pipeline_handlers.py:83 | src/personal_agent/events/pipeline_handlers.py:98 | src/personal_agent/events/pipeline_handlers.py:273 | src/personal_agent/events/pipeline_handlers.py:351,
logs,event_type,keyword,,explicit,keyword,✅ aligned (explicit),src/personal_agent/telemetry/es_logger.py:130 | src/personal_agent/telemetry/es_logger.py:168 | src/personal_agent/telemetry/es_logger.py:211 | src/personal_agent/telemetry/es_logger.py:313 | src/personal_agent/telemetry/es_logger.py:334 | src/personal_agent/telemetry/es_logger.py:432,system_health.ndjson:Consolidation Events | system_health.ndjson:Error Events | task_analytics.ndjson:Tasks Over Time
logs,events_count,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/brainstem/scheduler.py:607,
logs,events_found,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/captains_log/feedback.py:419,
logs,events_in_batch,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/events/consumers/freshness_consumer.py:268,
logs,evicted_count,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/orchestrator/context_compressor.py:192 | src/personal_agent/orchestrator/context_compressor.py:202 | src/personal_agent/orchestrator/context_compressor.py:215 | src/personal_agent/orchestrator/context_compressor.py:226,
logs,exception,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/telemetry/es_handler.py:141 | src/personal_agent/orchestrator/expansion_controller.py:356,
logs,exclude_promoted,boolean,,es-default,boolean,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/memory/service.py:2468,
logs,existing_entry_id,keyword,,dynamic:ids_keyword,keyword,✅ aligned (dynamic-rule),src/personal_agent/captains_log/manager.py:408,
logs,exit_code,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/orchestrator/tool_result_digest.py:207 | src/personal_agent/tools/primitives/run_python.py:210 | src/personal_agent/tools/primitives/bash.py:546 | src/personal_agent/tools/primitives/bash.py:537 | src/personal_agent/tools/primitives/run_python.py:201 | src/personal_agent/tools/primitives/sandbox.py:26,
logs,expansion_budget,integer,,explicit,integer,✅ aligned (explicit),src/personal_agent/request_gateway/governance.py:42 | src/personal_agent/request_gateway/governance.py:48 | src/personal_agent/request_gateway/pipeline.py:138 | src/personal_agent/request_gateway/pipeline.py:200 | src/personal_agent/service/app.py:250 | src/personal_agent/service/app.py:1595,
logs,expansion_permitted,boolean,,explicit,boolean,✅ aligned (explicit),src/personal_agent/request_gateway/governance.py:41 | src/personal_agent/request_gateway/governance.py:47 | src/personal_agent/request_gateway/pipeline.py:199,
logs,extraction_failure_rate,float,,es-default,float,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/second_brain/quality_monitor.py:227 | src/personal_agent/second_brain/quality_monitor.py:233,
logs,extraction_model,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/second_brain/consolidator.py:119 | src/personal_agent/second_brain/consolidator.py:224,
logs,failed_count,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/captains_log/backfill.py:319,
logs,failure_path_enabled,boolean,,es-default,boolean,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/captains_log/reflection.py:330,
logs,failures,integer,,explicit,integer,✅ aligned (explicit),src/personal_agent/orchestrator/expansion_controller.py:257 | src/personal_agent/orchestrator/expansion.py:137 | src/personal_agent/observability/artifact_envelope/probe.py:130 | src/personal_agent/observability/artifact_envelope/verifier.py:255 | src/personal_agent/observability/artifact_envelope/verifier.py:374,
logs,fallback_used,boolean,,es-default,boolean,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/llm_client/client.py:531 | src/personal_agent/llm_client/telemetry.py:130 | src/personal_agent/orchestrator/expansion_controller.py:332,
logs,feature_enabled,boolean,,es-default,boolean,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/service/app.py:1317 | src/personal_agent/service/app.py:1328 | src/personal_agent/service/app.py:1403 | src/personal_agent/service/app.py:1314 | src/personal_agent/service/app.py:1325 | src/personal_agent/service/app.py:1399,
logs,field,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/gateway/feedback_api.py:388 | src/personal_agent/telemetry/queries.py:170 | src/personal_agent/telemetry/queries.py:206 | src/personal_agent/telemetry/queries.py:218 | src/personal_agent/telemetry/queries.py:359 | src/personal_agent/telemetry/queries.py:361,
logs,file,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/ui/service_cli.py:173 | src/personal_agent/service/app.py:167 | src/personal_agent/service/app.py:201 | src/personal_agent/service/app.py:1528 | src/personal_agent/service/app.py:1626 | src/personal_agent/service/app.py:1928,
logs,file_path,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/captains_log/backfill.py:255 | src/personal_agent/captains_log/backfill.py:306 | src/personal_agent/captains_log/capture.py:218 | src/personal_agent/captains_log/capture.py:287 | src/personal_agent/captains_log/manager.py:331 | src/personal_agent/captains_log/manager.py:596,
logs,files_scanned,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/captains_log/backfill.py:317,
logs,fingerprint,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/telemetry/error_monitor.py:166 | src/personal_agent/captains_log/manager.py:368 | src/personal_agent/captains_log/manager.py:409 | src/personal_agent/events/pipeline_handlers.py:173 | src/personal_agent/events/pipeline_handlers.py:200 | src/personal_agent/events/pipeline_handlers.py:354,
logs,forced,boolean,,es-default,boolean,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/service/cf_access_jwt.py:151,
logs,format,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/orchestrator/tool_result_digest.py:205 | src/personal_agent/orchestrator/tool_result_digest.py:219 | src/personal_agent/orchestrator/tool_result_digest.py:233 | src/personal_agent/orchestrator/tool_result_digest.py:245 | src/personal_agent/orchestrator/tool_result_digest.py:261 | src/personal_agent/orchestrator/tool_result_digest.py:627,
logs,freed_bytes,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/telemetry/lifecycle_manager.py:299 | src/personal_agent/telemetry/lifecycle_manager.py:303 | src/personal_agent/telemetry/lifecycle_manager.py:346 | src/personal_agent/telemetry/lifecycle_manager.py:352,
logs,from_state,keyword,,dynamic:enums_keyword,keyword,✅ aligned (dynamic-rule),src/personal_agent/telemetry/metrics.py:350 | src/personal_agent/orchestrator/executor.py:1386,system_health.ndjson:State Transitions
logs,full_output_chars,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/orchestrator/sub_agent.py:154 | src/personal_agent/orchestrator/sub_agent.py:346,
logs,function,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/telemetry/es_handler.py:129 | src/personal_agent/telemetry/es_handler.py:155 | src/personal_agent/llm_client/tool_prompt_renderer.py:28 | src/personal_agent/llm_client/tool_prompt_renderer.py:44 | src/personal_agent/llm_client/adapters.py:92 | src/personal_agent/llm_client/adapters.py:93,
logs,gate_decision,keyword,,dynamic:enums_keyword,keyword,✅ aligned (dynamic-rule),src/personal_agent/orchestrator/executor.py:533 | src/personal_agent/tools/artifact_tools.py:952,
logs,gateway_auth_enabled,boolean,,es-default,boolean,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/service/auth.py:6 | src/personal_agent/service/auth.py:181 | src/personal_agent/service/auth.py:204 | src/personal_agent/config/settings.py:1457,
logs,gateway_label,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/observability/route_trace/ledger.py:343 | src/personal_agent/observability/route_trace/assembler.py:246 | src/personal_agent/observability/route_trace/ledger.py:232,
logs,governance_enabled,boolean,,es-default,boolean,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/events/pipeline_handlers.py:670 | src/personal_agent/events/models.py:909 | src/personal_agent/service/app.py:888 | src/personal_agent/service/app.py:925,
logs,governance_incident_count,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/request_gateway/budget.py:277,
logs,governance_threshold,long,,es-default,long,⚠️ TRAP float→long (0.0 first-seen),src/personal_agent/service/app.py:889,
logs,governance_tightened,boolean,,es-default,boolean,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/request_gateway/budget.py:276,
logs,group,keyword,1024,es-default,text+keyword(default),⚠️ emitted-but-unmapped (dynamic),src/personal_agent/second_brain/consolidator.py:524 | src/personal_agent/second_brain/consolidator.py:560 | src/personal_agent/second_brain/consolidator.py:561 | src/personal_agent/events/redis_backend.py:29 | src/personal_agent/memory/models.py:27 | src/personal_agent/memory/service.py:355,
logs,had_cue_match,boolean,,es-default,boolean,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/request_gateway/recall_controller.py:177,
logs,had_errors,boolean,,es-default,boolean,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/captains_log/reflection.py:329 | src/personal_agent/captains_log/reflection.py:345 | src/personal_agent/captains_log/reflection_dspy.py:441,
logs,handler_count,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/tools/artifact_tools.py:955,
logs,handler_hits,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),,
logs,has_content,boolean,,es-default,boolean,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/captains_log/reflection.py:447,
logs,has_doctype,boolean,,es-default,boolean,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/tools/artifact_tools.py:1500,
logs,has_error,boolean,,es-default,boolean,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/llm_client/client.py:461,
logs,has_memory,boolean,,explicit,boolean,✅ aligned (explicit),src/personal_agent/orchestrator/executor.py:1662 | src/personal_agent/request_gateway/budget.py:280 | src/personal_agent/request_gateway/context.py:345 | src/personal_agent/request_gateway/pipeline.py:206,
logs,has_operator_stanza,boolean,,es-default,boolean,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/orchestrator/executor.py:1663,
logs,has_output,boolean,,es-default,boolean,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/llm_client/client.py:460,
logs,has_proposal,boolean,,es-default,boolean,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/captains_log/AGENTS.md:287 | src/personal_agent/captains_log/AGENTS.md:201 | src/personal_agent/captains_log/reflection.py:355 | src/personal_agent/captains_log/reflection.py:499,
logs,has_reasoning,boolean,,es-default,boolean,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/captains_log/reflection.py:448,
logs,has_reasoning_content,boolean,,es-default,boolean,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/captains_log/reflection.py:449,
logs,has_tools,boolean,,explicit,boolean,✅ aligned (explicit),src/personal_agent/request_gateway/budget.py:281 | src/personal_agent/llm_client/client.py:376,
logs,head_tokens,long,,es-default,long,⚠️ emitted-but-unmapped (dynamic),src/personal_agent/telemetry/within_session_compression.py:140 | src/personal_agent/telemetry/within_session_compression.py:158 | src/personal_agent/orchestrator/within_session_compression.py:444 | src/personal_agent/orchestrator/within_session_compression.py:461,
logs,hint,text,,dynamic:free_text,text,✅ aligned (dynamic-rule),src/personal_agent/tools/read_skill.py:86 | src/personal_agent/tools/read_skill.py:101 | src/personal_agent/orchestrator/sub_agent.py:520 | src/personal_agent/orchestrator/tool_dispatch.py:102 | src/personal_agent/orchestrator/tool_dispatch.py:162 | src/personal_agent/orchestrator/tool_dispatch.py:244,
